identifier	altId	text	transType	isPunc	isPrimary
510010130121	us-1	us		False	True
510010130131	into-1	into		False	True
510010130141	the-2	the		False	True
510010130151	kingdom-1	kingdom		False	True
510010130161	of-2	of		False	True
510010130171	His-1	His		False	True
510010130181	beloved-1	beloved		False	True
510010130191	Son-1	Son		False	True
510010130201	,-1	,		True	False
510010140011	in-1	in		False	True
510010140021	whom-1	whom		False	True
510010140031	we-1	we		False	True
510010140041	have-1	have		False	True
510010140051	redemption-1	redemption		False	True
510010140061	,-1	,		True	False
510010140071	the-1	the		False	True
510010140081	forgiveness-1	forgiveness		False	True
510010140091	of-1	of		False	True
510010140101	sins-1	sins		False	True
510010140111	.-1	.		True	False
510010150011	The-1	The		False	True
510010150021	Son-1	Son		False	True
510010150031	is-1	is		False	True
510010150041	the-1	the		False	True
510010150051	image-1	image		False	True
510010150061	of-1	of		False	True
510010150071	the-1	the		False	True
510010150081	invisible-1	invisible		False	True
510010150091	God-1	God		False	True
510010150101	,-1	,		True	False
510010150111	the-2	the		False	True
510010150121	firstborn-1	firstborn		False	True
510010150131	over-1	over		False	True
510010150141	all-1	all		False	True
510010150151	creation-1	creation		False	True
510010150161	.-1	.		True	False
510010160011	For-1	For		False	True
510010160021	in-1	in		False	True
510010160031	Him-1	Him		False	True
510010160041	all-1	all		False	True
510010160051	things-1	things		False	True
510010160061	were-1	were		False	True
510010160071	created-1	created		False	True
510010160081	,-1	,		True	False
510010160091	things-1	things		False	True
510010160101	in-2	in		False	True
510010160111	heaven-1	heaven		False	True
510010160121	and-1	and		False	True
510010160131	on-1	on		False	True
510010160141	earth-1	earth		False	True
510010160151	,-2	,		True	False
510010160161	visible-1	visible		False	True
510010160171	and-2	and		False	True
510010160181	invisible-1	invisible		False	True
510010160191	,-3	,		True	False
510010160201	whether-1	whether		False	True
510010160211	thrones-1	thrones		False	True
510010160221	or-1	or		False	True
510010160231	dominions-1	dominions		False	True
510010160241	or-2	or		False	True
510010160251	rulers-1	rulers		False	True
510010160261	or-3	or		False	True
510010160271	authorities-1	authorities		False	True
510010160281	.-1	.		True	False
510010160291	All-1	All		False	True
510010160301	things-2	things		False	True
510010160311	were-2	were		False	True
510010160321	created-2	created		False	True
510010160331	through-1	through		False	True
510010160341	Him-2	Him		False	True
510010160351	and-3	and		False	True
510010160361	for-1	for		False	True
510010160371	Him-3	Him		False	True
510010160381	.-2	.		True	False
510010170011	He-1	He		False	True
510010170021	is-1	is		False	True
510010170031	before-1	before		False	True
510010170041	all-1	all		False	True
510010170051	things-1	things		False	True
510010170061	,-1	,		True	False
510010170071	and-1	and		False	True
510010170081	in-1	in		False	True
510010170091	Him-1	Him		False	True
510010170101	all-2	all		False	True
510010170111	things-2	things		False	True
510010170121	hold-1	hold		False	True
510010170131	together-1	together		False	True
510010170141	.-1	.		True	False
510010180011	And-1	And		False	True
510010180021	He-1	He		False	True
510010180031	is-1	is		False	True
510010180041	the-1	the		False	True
510010180051	head-1	head		False	True
510010180061	of-1	of		False	True
510010180071	the-2	the		False	True
510010180081	body-1	body		False	True
510010180091	,-1	,		True	False
510010180101	the-3	the		False	True
510010180111	church-1	church		False	True
510010180121	;-1	;		True	False
510010180131	He-2	He		False	True
510010180141	is-2	is		False	True
510010180151	the-4	the		False	True
510010180161	beginning-1	beginning		False	True
510010180171	and-1	and		False	True
510010180181	firstborn-1	firstborn		False	True
510010180191	from-1	from		False	True
510010180201	among-1	among		False	True
510010180211	the-5	the		False	True
510010180221	dead-1	dead		False	True
510010180231	,-2	,		True	False
510010180241	so-1	so		False	True
510010180251	that-1	that		False	True
510010180261	in-1	in		False	True
510010180271	all-1	all		False	True
510010180281	things-1	things		False	True
510010180291	He-3	He		False	True
510010180301	may-1	may		False	True
510010180311	have-1	have		False	True
510010180321	preeminence-1	preeminence		False	True
510010180331	.-1	.		True	False
510010190011	For-1	For		False	True
510010190021	God-1	God		False	True
510010190031	was-1	was		False	True
510010190041	pleased-1	pleased		False	True
510010190051	to-1	to		False	True
510010190061	have-1	have		False	True
510010190071	all-1	all		False	True
510010190081	His-1	His		False	True
510010190091	fullness-1	fullness		False	True
510010190101	dwell-1	dwell		False	True
510010190111	in-1	in		False	True
510010190121	Him-1	Him		False	True
510010190131	,-1	,		True	False
510010200011	and-1	and		False	True
510010200021	through-1	through		False	True
510010200031	Him-1	Him		False	True
510010200041	to-1	to		False	True
510010200051	reconcile-1	reconcile		False	True
510010200061	to-2	to		False	True
510010200071	Himself-1	Himself		False	True
510010200081	all-1	all		False	True
510010200091	things-1	things		False	True
510010200101	,-1	,		True	False
510010200111	whether-1	whether		False	True
510010200121	things-2	things		False	True
510010200131	on-1	on		False	True
510010200141	earth-1	earth		False	True
510010200151	or-1	or		False	True
510010200161	things-3	things		False	True
510010200171	in-1	in		False	True
510010200181	heaven-1	heaven		False	True
510010200191	,-2	,		True	False
510010200201	by-1	by		False	True
510010200211	making-1	making		False	True
510010200221	peace-1	peace		False	True
510010200231	through-2	through		False	True
510010200241	the-1	the		False	True
510010200251	blood-1	blood		False	True
510010200261	of-1	of		False	True
510010200271	His-1	His		False	True
510010200281	cross-1	cross		False	True
510010200291	.-1	.		True	False
510010210011	Once-1	Once		False	True
510010210021	you-1	you		False	True
510010210031	were-1	were		False	True
510010210041	alienated-1	alienated		False	True
510010210051	-1			False	True
510010210061	from-1	from		False	True
510010210071	God-1	God		False	True
510010210081	-1			False	True
510010210091	and-1	and		False	True
510010210101	were-2	were		False	True
510010210111	hostile-1	hostile		False	True
510010210121	in-1	in		False	True
510010210131	your-1	your		False	True
510010210141	minds-1	minds		False	True
510010210151	,-1	,		True	False
510010210161	engaging-1	engaging		False	True
510010210171	in-2	in		False	True
510010210181	evil-1	evil		False	True
510010210191	deeds-1	deeds		False	True
510010210201	.-1	.		True	False
510010220011	But-1	But		False	True
510010220021	now-1	now		False	True
510010220031	He-1	He		False	True
510010220041	has-1	has		False	True
510010220051	reconciled-1	reconciled		False	True
510010220061	you-1	you		False	True
510010220071	by-1	by		False	True
510010220081	Christ’s-1	Christ’s		False	True
510010220091	physical-1	physical		False	True
510010220101	body-1	body		False	True
510010220111	through-1	through		False	True
510010220121	death-1	death		False	True
510010220131	to-1	to		False	True
510010220141	present-1	present		False	True
510010220151	you-1	you		False	True
510010220161	holy-1	holy		False	True
510010220171	,-1	,		True	False
510010220181	unblemished-1	unblemished		False	True
510010220191	,-2	,		True	False
510010220201	and-1	and		False	True
510010220211	blameless-1	blameless		False	True
510010220221	in-1	in		False	True
510010220231	His-1	His		False	True
510010220241	presence-1	presence		False	True
510010220251	-1			False	True
510010220261	—-1	—		True	False
510010220271	-2			False	True
510010230011	if-1	if		False	True
510010230021	indeed-1	indeed		False	True
510010230031	you-1	you		False	True
510010230041	continue-1	continue		False	True
510010230051	in-1	in		False	True
510010230061	your-1	your		False	True
510010230071	faith-1	faith		False	True
510010230081	,-1	,		True	False
510010230091	established-1	established		False	True
510010230101	and-1	and		False	True
510010230111	firm-1	firm		False	True
510010230121	,-2	,		True	False
510010230131	not-1	not		False	True
510010230141	moved-1	moved		False	True
510010230151	from-1	from		False	True
510010230161	the-1	the		False	True
510010230171	hope-1	hope		False	True
510010230181	of-1	of		False	True
510010230191	the-2	the		False	True
510010230201	gospel-1	gospel		False	True
510010230211	you-2	you		False	True
510010230221	heard-1	heard		False	True
510010230231	,-3	,		True	False
510010230241	which-1	which		False	True
510010230251	has-1	has		False	True
510010230261	been-1	been		False	True
510010230271	proclaimed-1	proclaimed		False	True
510010230281	to-1	to		False	True
510010230291	every-1	every		False	True
510010230301	creature-1	creature		False	True
510010230311	under-1	under		False	True
510010230321	heaven-1	heaven		False	True
510010230331	,-4	,		True	False
510010230341	and-1	and		False	True
510010230351	of-2	of		False	True
510010230361	which-2	which		False	True
510010230371	I-1	I		False	True
510010230381	,-5	,		True	False
510010230391	Paul-1	Paul		False	True
510010230401	,-6	,		True	False
510010230411	have-1	have		False	True
510010230421	become-1	become		False	True
510010230431	a-1	a		False	True
510010230441	servant-1	servant		False	True
510010230451	.-1	.		True	False
510010240011	Now-1	Now		False	True
510010240021	I-1	I		False	True
510010240031	rejoice-1	rejoice		False	True
510010240041	in-1	in		False	True
510010240051	my-1	my		False	True
510010240061	sufferings-1	sufferings		False	True
510010240071	for-1	for		False	True
510010240081	you-1	you		False	True
510010240091	,-1	,		True	False
510010240101	and-1	and		False	True
510010240111	I-2	I		False	True
510010240121	fill-1	fill		False	True
510010240131	up-1	up		False	True
510010240141	in-2	in		False	True
510010240151	my-1	my		False	True
510010240161	flesh-1	flesh		False	True
510010240171	what-1	what		False	True
510010240181	is-1	is		False	True
510010240191	lacking-1	lacking		False	True
510010240201	in-3	in		False	True
510010240211	regard-1	regard		False	True
510010240221	to-1	to		False	True
510010240231	Christ’s-1	Christ’s		False	True
510010240241	afflictions-1	afflictions		False	True
510010240251	for-2	for		False	True
510010240261	the-1	the		False	True
510010240271	sake-1	sake		False	True
510010240281	of-1	of		False	True
510010240291	His-1	His		False	True
510010240301	body-1	body		False	True
510010240311	,-2	,		True	False
510010240321	which-1	which		False	True
510010240331	is-2	is		False	True
510010240341	the-2	the		False	True
510010240351	church-1	church		False	True
510010240361	.-1	.		True	False
510010250011	I-1	I		False	True
510010250021	became-1	became		False	True
510010250031	its-1	its		False	True
510010250041	servant-1	servant		False	True
510010250051	by-1	by		False	True
510010250061	the-1	the		False	True
510010250071	commission-1	commission		False	True
510010250081	God-1	God		False	True
510010250091	gave-1	gave		False	True
510010250101	me-1	me		False	True
510010250111	to-1	to		False	True
510010250121	fully-1	fully		False	True
510010250131	proclaim-1	proclaim		False	True
510010250141	to-2	to		False	True
510010250151	you-1	you		False	True
510010250161	the-2	the		False	True
510010250171	word-1	word		False	True
510010250181	of-1	of		False	True
510010250191	God-2	God		False	True
510010250201	,-1	,		True	False
510010260011	the-1	the		False	True
510010260021	mystery-1	mystery		False	True
510010260031	that-1	that		False	True
510010260041	was-1	was		False	True
510010260051	hidden-1	hidden		False	True
510010260061	for-1	for		False	True
510010260071	ages-1	ages		False	True
510010260081	and-1	and		False	True
510010260091	generations-1	generations		False	True
510010260101	but-1	but		False	True
510010260111	is-1	is		False	True
510010260121	now-1	now		False	True
510010260131	revealed-1	revealed		False	True
510010260141	to-1	to		False	True
510010260151	His-1	His		False	True
510010260161	saints-1	saints		False	True
510010260171	.-1	.		True	False
510010270011	To-1	To		False	True
510010270021	them-1	them		False	True
510010270031	God-1	God		False	True
510010270041	has-1	has		False	True
510010270051	chosen-1	chosen		False	True
510010270061	to-1	to		False	True
510010270071	make-1	make		False	True
510010270081	known-1	known		False	True
510010270091	among-1	among		False	True
510010270101	the-1	the		False	True
510010270111	Gentiles-1	Gentiles		False	True
510010270121	the-2	the		False	True
510010270131	glorious-1	glorious		False	True
510010270141	riches-1	riches		False	True
510010270151	of-1	of		False	True
510010270161	this-1	this		False	True
510010270171	mystery-1	mystery		False	True
510010270181	,-1	,		True	False
510010270191	which-1	which		False	True
510010270201	is-1	is		False	True
510010270211	Christ-1	Christ		False	True
510010270221	in-1	in		False	True
510010270231	you-1	you		False	True
510010270241	,-2	,		True	False
510010270251	the-3	the		False	True
510010270261	hope-1	hope		False	True
510010270271	of-2	of		False	True
510010270281	glory-1	glory		False	True
510010270291	.-1	.		True	False
510010280011	We-1	We		False	True
510010280021	proclaim-1	proclaim		False	True
510010280031	Him-1	Him		False	True
510010280041	,-1	,		True	False
510010280051	admonishing-1	admonishing		False	True
510010280061	and-1	and		False	True
510010280071	teaching-1	teaching		False	True
510010280081	everyone-1	everyone		False	True
510010280091	with-1	with		False	True
510010280101	all-1	all		False	True
510010280111	wisdom-1	wisdom		False	True
510010280121	,-2	,		True	False
510010280131	so-1	so		False	True
510010280141	that-1	that		False	True
510010280151	we-1	we		False	True
510010280161	may-1	may		False	True
510010280171	present-1	present		False	True
510010280181	everyone-2	everyone		False	True
510010280191	perfect-1	perfect		False	True
510010280201	in-1	in		False	True
510010280211	Christ-1	Christ		False	True
510010280221	.-1	.		True	False
510010290011	To-1	To		False	True
510010290021	this-1	this		False	True
510010290031	end-1	end		False	True
510010290041	I-1	I		False	True
510010290051	also-1	also		False	True
510010290061	labor-1	labor		False	True
510010290071	,-1	,		True	False
510010290081	striving-1	striving		False	True
510010290091	with-1	with		False	True
510010290101	all-1	all		False	True
510010290111	His-1	His		False	True
510010290121	energy-1	energy		False	True
510010290131	working-1	working		False	True
510010290141	powerfully-1	powerfully		False	True
510010290151	within-1	within		False	True
510010290161	me-1	me		False	True
510010290171	.-1	.		True	False
510020010011	For-1	For		False	True
510020010021	I-1	I		False	True
510020010031	want-1	want		False	True
510020010041	you-1	you		False	True
510020010051	to-1	to		False	True
510020010061	know-1	know		False	True
510020010071	how-1	how		False	True
510020010081	much-1	much		False	True
510020010091	I-2	I		False	True
510020010101	am-1	am		False	True
510020010111	struggling-1	struggling		False	True
510020010121	for-1	for		False	True
510020010131	you-2	you		False	True
510020010141	and-1	and		False	True
510020010151	for-1	for		False	True
510020010161	those-1	those		False	True
510020010171	at-1	at		False	True
510020010181	Laodicea-1	Laodicea		False	True
510020010191	,-1	,		True	False
510020010201	and-2	and		False	True
510020010211	for-2	for		False	True
510020010221	all-1	all		False	True
510020010231	who-1	who		False	True
510020010241	have-1	have		False	True
510020010251	not-1	not		False	True
510020010261	met-1	met		False	True
510020010271	me-1	me		False	True
510020010281	face-1	face		False	True
510020010291	to-2	to		False	True
510020010301	face-2	face		False	True
510020010311	,-2	,		True	False
510020020011	that-1	that		False	True
510020020021	they-1	they		False	True
510020020031	may-1	may		False	True
510020020041	be-1	be		False	True
510020020051	encouraged-1	encouraged		False	True
510020020061	in-1	in		False	True
510020020071	heart-1	heart		False	True
510020020081	,-1	,		True	False
510020020091	knit-1	knit		False	True
510020020101	together-1	together		False	True
510020020111	in-2	in		False	True
510020020121	love-1	love		False	True
510020020131	,-2	,		True	False
510020020141	and-1	and		False	True
510020020151	filled-1	filled		False	True
510020020161	with-1	with		False	True
510020020171	the-1	the		False	True
510020020181	full-1	full		False	True
510020020191	riches-1	riches		False	True
510020020201	of-1	of		False	True
510020020211	complete-1	complete		False	True
510020020221	understanding-1	understanding		False	True
510020020231	,-3	,		True	False
510020020241	so-1	so		False	True
510020020251	that-2	that		False	True
510020020261	they-2	they		False	True
510020020271	may-2	may		False	True
510020020281	know-1	know		False	True
510020020291	the-1	the		False	True
510020020301	mystery-1	mystery		False	True
510020020311	of-2	of		False	True
510020020321	God-1	God		False	True
510020020331	,-4	,		True	False
510020020341	namely-1	namely		False	True
510020020351	Christ-1	Christ		False	True
510020020361	,-5	,		True	False
510020030011	in-1	in		False	True
510020030021	whom-1	whom		False	True
510020030031	are-1	are		False	True
510020030041	hidden-1	hidden		False	True
510020030051	all-1	all		False	True
510020030061	the-1	the		False	True
510020030071	treasures-1	treasures		False	True
510020030081	of-1	of		False	True
510020030091	wisdom-1	wisdom		False	True
510020030101	and-1	and		False	True
510020030111	knowledge-1	knowledge		False	True
510020030121	.-1	.		True	False
510020040011	I-1	I		False	True
510020040021	say-1	say		False	True
510020040031	this-1	this		False	True
510020040041	so-1	so		False	True
510020040051	that-1	that		False	True
510020040061	no-1	no		False	True
510020040071	one-1	one		False	True
510020040081	will-1	will		False	True
510020040091	deceive-1	deceive		False	True
510020040101	you-1	you		False	True
510020040111	by-1	by		False	True
510020040121	smooth-1	smooth		False	True
510020040131	rhetoric-1	rhetoric		False	True
510020040141	.-1	.		True	False
510020050011	For-1	For		False	True
510020050021	although-1	although		False	True
510020050031	I-1	I		False	True
510020050041	am-1	am		False	True
510020050051	absent-1	absent		False	True
510020050061	from-1	from		False	True
510020050071	you-1	you		False	True
510020050081	in-1	in		False	True
510020050091	body-1	body		False	True
510020050101	,-1	,		True	False
510020050111	I-2	I		False	True
510020050121	am-2	am		False	True
510020050131	present-1	present		False	True
510020050141	with-1	with		False	True
510020050151	you-2	you		False	True
510020050161	in-2	in		False	True
510020050171	spirit-1	spirit		False	True
510020050181	,-2	,		True	False
510020050191	and-1	and		False	True
510020050201	I-3	I		False	True
510020050211	delight-1	delight		False	True
510020050221	to-1	to		False	True
510020050231	see-1	see		False	True
510020050241	your-1	your		False	True
510020050251	orderly-1	orderly		False	True
510020050261	condition-1	condition		False	True
510020050271	and-1	and		False	True
510020050281	firm-1	firm		False	True
510020050291	faith-1	faith		False	True
510020050301	in-3	in		False	True
510020050311	Christ-1	Christ		False	True
510020050321	.-1	.		True	False
510020060011	Therefore-1	Therefore		False	True
510020060021	,-1	,		True	False
510020060031	just-1	just		False	True
510020060041	as-1	as		False	True
510020060051	you-1	you		False	True
510020060061	have-1	have		False	True
510020060071	received-1	received		False	True
510020060081	Christ-1	Christ		False	True
510020060091	Jesus-1	Jesus		False	True
510020060101	as-1	as		False	True
510020060111	Lord-1	Lord		False	True
510020060121	,-2	,		True	False
510020060131	continue-1	continue		False	True
510020060141	to-1	to		False	True
510020060151	walk-1	walk		False	True
510020060161	in-1	in		False	True
510020060171	Him-1	Him		False	True
510020060181	,-3	,		True	False
510020070011	rooted-1	rooted		False	True
510020070021	and-1	and		False	True
510020070031	built-1	built		False	True
510020070041	up-1	up		False	True
510020070051	in-1	in		False	True
510020070061	Him-1	Him		False	True
510020070071	,-1	,		True	False
510020070081	established-1	established		False	True
510020070091	in-2	in		False	True
510020070101	the-1	the		False	True
510020070111	faith-1	faith		False	True
510020070121	as-1	as		False	True
510020070131	you-1	you		False	True
510020070141	were-1	were		False	True
510020070151	taught-1	taught		False	True
510020070161	,-2	,		True	False
510020070171	and-1	and		False	True
510020070181	overflowing-1	overflowing		False	True
510020070191	with-1	with		False	True
510020070201	thankfulness-1	thankfulness		False	True
510020070211	.-1	.		True	False
510020080011	See-1	See		False	True
510020080021	to-1	to		False	True
510020080031	it-1	it		False	True
510020080041	that-1	that		False	True
510020080051	no-1	no		False	True
510020080061	one-1	one		False	True
510020080071	takes-1	takes		False	True
510020080081	you-1	you		False	True
510020080091	captive-1	captive		False	True
510020080101	through-1	through		False	True
510020080111	philosophy-1	philosophy		False	True
510020080121	and-1	and		False	True
510020080131	empty-1	empty		False	True
510020080141	deception-1	deception		False	True
510020080151	,-1	,		True	False
510020080161	which-1	which		False	True
510020080171	are-1	are		False	True
510020080181	based-1	based		False	True
510020080191	on-1	on		False	True
510020080201	human-1	human		False	True
510020080211	tradition-1	tradition		False	True
510020080221	and-1	and		False	True
510020080231	the-1	the		False	True
510020080241	spiritual-1	spiritual		False	True
510020080251	forces-1	forces		False	True
510020080261	of-1	of		False	True
510020080271	the-2	the		False	True
510020080281	world-1	world		False	True
510020080291	rather-1	rather		False	True
510020080301	than-1	than		False	True
510020080311	on-2	on		False	True
510020080321	Christ-1	Christ		False	True
510020080331	.-1	.		True	False
510020090011	For-1	For		False	True
510020090021	in-1	in		False	True
510020090031	Christ-1	Christ		False	True
510020090041	all-1	all		False	True
510020090051	the-1	the		False	True
510020090061	fullness-1	fullness		False	True
510020090071	of-1	of		False	True
510020090081	the-2	the		False	True
510020090091	Deity-1	Deity		False	True
510020090101	dwells-1	dwells		False	True
510020090111	in-2	in		False	True
510020090121	bodily-1	bodily		False	True
510020090131	form-1	form		False	True
510020090141	.-1	.		True	False
510020100011	And-1	And		False	True
510020100021	you-1	you		False	True
510020100031	have-1	have		False	True
510020100041	been-1	been		False	True
510020100051	made-1	made		False	True
510020100061	complete-1	complete		False	True
510020100071	in-1	in		False	True
510020100081	Christ-1	Christ		False	True
510020100091	,-1	,		True	False
510020100101	who-1	who		False	True
510020100111	is-1	is		False	True
510020100121	the-1	the		False	True
510020100131	head-1	head		False	True
510020100141	over-1	over		False	True
510020100151	every-1	every		False	True
510020100161	ruler-1	ruler		False	True
510020100171	and-1	and		False	True
510020100181	authority-1	authority		False	True
510020100191	.-1	.		True	False
510020110011	In-1	In		False	True
510020110021	Him-1	Him		False	True
510020110031	you-1	you		False	True
510020110041	were-1	were		False	True
510020110051	also-1	also		False	True
510020110061	circumcised-1	circumcised		False	True
510020110071	,-1	,		True	False
510020110081	in-1	in		False	True
510020110091	the-1	the		False	True
510020110101	putting-1	putting		False	True
510020110111	off-1	off		False	True
510020110121	of-1	of		False	True
510020110131	your-1	your		False	True
510020110141	sinful-1	sinful		False	True
510020110151	nature-1	nature		False	True
510020110161	,-2	,		True	False
510020110171	with-1	with		False	True
510020110181	the-2	the		False	True
510020110191	circumcision-1	circumcision		False	True
510020110201	performed-1	performed		False	True
510020110211	by-1	by		False	True
510020110221	Christ-1	Christ		False	True
510020110231	and-1	and		False	True
510020110241	not-1	not		False	True
510020110251	by-2	by		False	True
510020110261	human-1	human		False	True
510020110271	hands-1	hands		False	True
510020110281	.-1	.		True	False
510020120011	And-1	And		False	True
510020120021	having-1	having		False	True
510020120031	been-1	been		False	True
510020120041	buried-1	buried		False	True
510020120051	with-1	with		False	True
510020120061	Him-1	Him		False	True
510020120071	in-1	in		False	True
510020120081	baptism-1	baptism		False	True
510020120091	,-1	,		True	False
510020120101	you-1	you		False	True
510020120111	were-1	were		False	True
510020120121	raised-1	raised		False	True
510020120131	with-2	with		False	True
510020120141	Him-1	Him		False	True
510020120151	through-1	through		False	True
510020120161	your-1	your		False	True
510020120171	faith-1	faith		False	True
510020120181	in-2	in		False	True
510020120191	the-1	the		False	True
510020120201	power-1	power		False	True
510020120211	of-1	of		False	True
510020120221	God-1	God		False	True
510020120231	,-2	,		True	False
510020120241	who-1	who		False	True
510020120251	raised-2	raised		False	True
510020120261	Him-2	Him		False	True
510020120271	from-1	from		False	True
510020120281	the-2	the		False	True
510020120291	dead-1	dead		False	True
510020120301	.-1	.		True	False
510020130011	When-1	When		False	True
510020130021	you-1	you		False	True
510020130031	were-1	were		False	True
510020130041	dead-1	dead		False	True
510020130051	in-1	in		False	True
510020130061	your-1	your		False	True
510020130071	trespasses-1	trespasses		False	True
510020130081	and-1	and		False	True
510020130091	in-2	in		False	True
510020130101	the-1	the		False	True
510020130111	uncircumcision-1	uncircumcision		False	True
510020130121	of-1	of		False	True
510020130131	your-1	your		False	True
510020130141	sinful-1	sinful		False	True
510020130151	nature-1	nature		False	True
510020130161	,-1	,		True	False
510020130171	God-1	God		False	True
510020130181	made-1	made		False	True
510020130191	you-2	you		False	True
510020130201	alive-1	alive		False	True
510020130211	with-1	with		False	True
510020130221	Christ-1	Christ		False	True
510020130231	.-1	.		True	False
510020130241	He-1	He		False	True
510020130251	forgave-1	forgave		False	True
510020130261	us-1	us		False	True
510020130271	all-1	all		False	True
510020130281	our-1	our		False	True
510020130291	trespasses-2	trespasses		False	True
510020130301	,-2	,		True	False
510020140011	having-1	having		False	True
510020140021	canceled-1	canceled		False	True
510020140031	the-1	the		False	True
510020140041	debt-1	debt		False	True
510020140051	ascribed-1	ascribed		False	True
510020140061	to-1	to		False	True
510020140071	us-1	us		False	True
510020140081	in-1	in		False	True
510020140091	the-2	the		False	True
510020140101	decrees-1	decrees		False	True
510020140111	that-1	that		False	True
510020140121	stood-1	stood		False	True
510020140131	against-1	against		False	True
510020140141	us-2	us		False	True
510020140151	.-1	.		True	False
510020140161	He-1	He		False	True
510020140171	took-1	took		False	True
510020140181	it-1	it		False	True
510020140191	away-1	away		False	True
510020140201	,-1	,		True	False
510020140211	nailing-1	nailing		False	True
510020140221	it-2	it		False	True
510020140231	to-2	to		False	True
510020140241	the-3	the		False	True
510020140251	cross-1	cross		False	True
510020140261	!-1	!		True	False
510020150011	And-1	And		False	True
510020150021	having-1	having		False	True
510020150031	disarmed-1	disarmed		False	True
510020150041	the-1	the		False	True
510020150051	powers-1	powers		False	True
510020150061	and-1	and		False	True
510020150071	authorities-1	authorities		False	True
510020150081	,-1	,		True	False
510020150091	He-1	He		False	True
510020150101	made-1	made		False	True
510020150111	a-1	a		False	True
510020150121	public-1	public		False	True
510020150131	spectacle-1	spectacle		False	True
510020150141	of-1	of		False	True
510020150151	them-1	them		False	True
510020150161	,-2	,		True	False
510020150171	triumphing-1	triumphing		False	True
510020150181	over-1	over		False	True
510020150191	them-1	them		False	True
510020150201	by-1	by		False	True
510020150211	the-1	the		False	True
510020150221	cross-1	cross		False	True
510020150231	.-1	.		True	False
510020160011	Therefore-1	Therefore		False	True
510020160021	let-1	let		False	True
510020160031	no-1	no		False	True
510020160041	one-1	one		False	True
510020160051	judge-1	judge		False	True
510020160061	you-1	you		False	True
510020160071	by-1	by		False	True
510020160081	what-1	what		False	True
510020160091	you-2	you		False	True
510020160101	eat-1	eat		False	True
510020160111	or-1	or		False	True
510020160121	drink-1	drink		False	True
510020160131	,-1	,		True	False
510020160141	or-2	or		False	True
510020160151	with-1	with		False	True
510020160161	regard-1	regard		False	True
510020160171	to-1	to		False	True
510020160181	a-1	a		False	True
510020160191	feast-1	feast		False	True
510020160201	,-2	,		True	False
510020160211	a-2	a		False	True
510020160221	New-1	New		False	True
510020160231	Moon-1	Moon		False	True
510020160241	,-3	,		True	False
510020160251	or-3	or		False	True
510020160261	a-3	a		False	True
510020160271	Sabbath-1	Sabbath		False	True
510020160281	.-1	.		True	False
510020170011	These-1	These		False	True
510020170021	are-1	are		False	True
510020170031	a-1	a		False	True
510020170041	shadow-1	shadow		False	True
510020170051	of-1	of		False	True
510020170061	the-1	the		False	True
510020170071	things-1	things		False	True
510020170081	to-1	to		False	True
510020170091	come-1	come		False	True
510020170101	,-1	,		True	False
510020170111	but-1	but		False	True
510020170121	the-2	the		False	True
510020170131	body-1	body		False	True
510020170141	-1			False	True
510020170151	that-1	that		False	True
510020170161	casts-1	casts		False	True
510020170171	it-1	it		False	True
510020170181	-1			False	True
510020170191	belongs-1	belongs		False	True
510020170201	to-2	to		False	True
510020170211	Christ-1	Christ		False	True
510020170221	.-1	.		True	False
510020180011	Do-1	Do		False	True
510020180021	not-1	not		False	True
510020180031	let-1	let		False	True
510020180041	anyone-1	anyone		False	True
510020180051	who-1	who		False	True
510020180061	delights-1	delights		False	True
510020180071	in-1	in		False	True
510020180081	false-1	false		False	True
510020180091	humility-1	humility		False	True
510020180101	and-1	and		False	True
510020180111	the-1	the		False	True
510020180121	worship-1	worship		False	True
510020180131	of-1	of		False	True
510020180141	angels-1	angels		False	True
510020180151	disqualify-1	disqualify		False	True
510020180161	you-1	you		False	True
510020180171	with-1	with		False	True
510020180181	speculation-1	speculation		False	True
510020180191	about-1	about		False	True
510020180201	what-1	what		False	True
510020180211	he-1	he		False	True
510020180221	has-1	has		False	True
510020180231	seen-1	seen		False	True
510020180241	.-1	.		True	False
510020180251	Such-1	Such		False	True
510020180261	a-1	a		False	True
510020180271	person-1	person		False	True
510020180281	is-1	is		False	True
510020180291	puffed-1	puffed		False	True
510020180301	up-1	up		False	True
510020180311	without-1	without		False	True
510020180321	basis-1	basis		False	True
510020180331	by-1	by		False	True
510020180341	his-1	his		False	True
510020180351	unspiritual-1	unspiritual		False	True
510020180361	mind-1	mind		False	True
510020180371	.-2	.		True	False
510020190011	He-1	He		False	True
510020190021	has-1	has		False	True
510020190031	lost-1	lost		False	True
510020190041	connection-1	connection		False	True
510020190051	to-1	to		False	True
510020190061	the-1	the		False	True
510020190071	head-1	head		False	True
510020190081	,-1	,		True	False
510020190091	from-1	from		False	True
510020190101	whom-1	whom		False	True
510020190111	the-2	the		False	True
510020190121	whole-1	whole		False	True
510020190131	body-1	body		False	True
510020190141	,-2	,		True	False
510020190151	supported-1	supported		False	True
510020190161	and-1	and		False	True
510020190171	knit-1	knit		False	True
510020190181	together-1	together		False	True
510020190191	by-1	by		False	True
510020190201	its-1	its		False	True
510020190211	joints-1	joints		False	True
510020190221	and-2	and		False	True
510020190231	ligaments-1	ligaments		False	True
510020190241	,-3	,		True	False
510020190251	grows-1	grows		False	True
510020190261	as-1	as		False	True
